19126_1_1_1	19126_1_1_1
19136_1_1_1	19136_1_1_1
19139_1_1_1	19139_1_1_1
19142_1_1_1	19142_1_1_1
19155_1_1_1	19155_1_1_1
19156_1_1_1	19156_1_1_1
19167_1_1_1	19167_1_1_1
19169_1_1_1	19169_1_1_1
19181_1_1_1	19181_1_1_1
19184_1_1_1	19184_1_1_1
19191_1_1_1	19191_1_1_1
19206_1_1_1	19206_1_1_1
19208_1_1_1	19208_1_1_1
19208_1_1_1	6542_1_1_1
19215_1_1_1	19215_1_1_1
19215_1_1_1	18237_1_1_1
19216_1_1_1	19216_1_1_1
19217_1_1_1	19217_1_1_1
19219_1_1_1	19219_1_1_1
19220_1_1_1	19220_1_1_1
19221_1_1_1	19221_1_1_1
19223_1_1_1	19223_1_1_1
19223_1_1_1	26814_1_1_1
19223_1_1_1	26838_1_1_1
19223_1_1_1	5474_1_1_1
19225_1_1_1	19225_1_1_1
19229_1_1_1	19229_1_1_1
25834_1_1_1	25834_1_1_1
25836_1_1_1	25836_1_1_1
25838_1_1_1	25838_1_1_1
25845_1_1_1	25845_1_1_1
25845_1_1_1	17956_1_1_1
25845_1_1_1	25844_1_1_1
25846_1_1_1	25846_1_1_1
25848_1_1_1	25848_1_1_1
25852_1_2_2	25852_1_2_2
25853_1_1_1	25853_1_1_1
25857_1_1_1	25857_1_1_1
25857_1_1_1	25858_1_1_1
25864_1_1_1	25864_1_1_1
25864_1_1_1	6530_1_1_1
25871_1_1_1	25871_1_1_1
25871_1_1_1	25870_1_1_1
25877_1_1_1	25877_1_1_1
25880_1_1_1	25880_1_1_1
25880_1_1_1	25878_1_1_1
25881_2_1_1	25881_2_1_1
25881_2_1_1	25881_1_1_1
25883_1_1_1	25883_1_1_1
25883_1_1_1	25829_1_1_1
25886_1_1_1	25886_1_1_1
25888_1_1_1	25888_1_1_1
25892_1_1_1	25892_1_1_1
25892_1_1_1	25891_1_1_1
25893_1_1_1	25893_1_1_1
25905_1_1_1	25905_1_1_1
25913_1_1_1	25913_1_1_1
25916_1_1_1	25916_1_1_1
25919_1_2_2	25919_1_2_2
25922_1_1_1	25922_1_1_1
25926_1_1_1	25926_1_1_1
25927_1_1_1	25927_1_1_1
25929_1_1_1	25929_1_1_1
25930_1_1_1	25930_1_1_1
25934_1_1_1	25934_1_1_1
25935_1_1_1	25935_1_1_1
25939_1_1_1	25939_1_1_1
25941_1_1_1	25941_1_1_1
25944_1_1_1	25944_1_1_1
25956_1_1_1	25956_1_1_1
25956_1_1_1	25955_1_1_1
25962_1_1_1	25962_1_1_1
25963_1_1_1	25963_1_1_1
25963_1_1_1	18641_1_1_1
25965_1_1_1	25965_1_1_1
25967_1_1_1	25967_1_1_1
25974_1_1_1	25974_1_1_1
25974_1_1_1	16087_1_1_1
25974_1_1_1	34170_1_1_1
25975_1_1_1	25975_1_1_1
25979_2_2_2	25979_2_2_2
25989_1_1_1	25989_1_1_1
25989_1_1_1	25990_1_1_1
25991_1_1_1	25991_1_1_1
25992_1_1_1	25992_1_1_1
26001_1_1_1	26001_1_1_1
26003_1_1_1	26003_1_1_1
26003_1_1_1	26002_1_1_1
26003_1_1_1	26003_2_1_1
26011_1_1_1	26011_1_1_1
26016_1_1_1	26016_1_1_1
26025_1_1_1	26025_1_1_1
26026_1_1_1	26026_1_1_1
18350_1_1_1	18350_1_1_1
18353_1_1_1	18353_1_1_1
18354_1_1_1	18354_1_1_1
18363_1_1_1	18363_1_1_1
18374_1_1_1	18374_1_1_1
18377_1_1_1	18377_1_1_1
18377_1_1_1	18376_1_1_1
18387_1_1_1	18387_1_1_1
18391_1_1_1	18391_1_1_1
18391_1_1_1	18391_2_1_1
18391_1_1_1	5535_1_1_1
18394_1_1_1	18394_1_1_1
18403_1_1_1	18403_1_1_1
18405_1_1_1	18405_1_1_1
18409_1_1_1	18409_1_1_1
18411_1_1_1	18411_1_1_1
18412_1_1_1	18412_1_1_1
18413_1_1_1	18413_1_1_1
18413_1_1_1	18414_1_1_1
18413_1_1_1	27447_1_1_1
18413_1_1_1	27448_1_1_1
18415_1_1_1	18415_1_1_1
18420_1_1_1	18420_1_1_1
18428_1_1_1	18428_1_1_1
18431_1_1_1	18431_1_1_1
18431_1_1_1	18433_1_1_1
18431_1_1_1	18434_1_1_1
18431_1_1_1	18455_1_1_1
18431_1_1_1	25559_1_1_1
18433_1_2_2	18433_1_2_2
18435_1_1_1	18435_1_1_1
18438_1_1_1	18438_1_1_1
18440_1_1_1	18440_1_1_1
18441_1_1_1	18441_1_1_1
18441_1_2_2	18441_1_2_2
18443_1_1_1	18443_1_1_1
18459_1_1_1	18459_1_1_1
18462_1_1_1	18462_1_1_1
18463_1_1_1	18463_1_1_1
18468_1_1_1	18468_1_1_1
18471_1_1_1	18471_1_1_1
18475_1_1_1	18475_1_1_1
18481_1_1_1	18481_1_1_1
18481_1_1_1	18948_1_1_1
18481_1_1_1	25754_1_1_1
18484_1_1_1	18484_1_1_1
18485_1_1_1	18485_1_1_1
18487_1_1_1	18487_1_1_1
18489_1_1_1	18489_1_1_1
18491_1_1_1	18491_1_1_1
18492_1_1_1	18492_1_1_1
18494_1_1_1	18494_1_1_1
18495_1_1_1	18495_1_1_1
18496_1_1_1	18496_1_1_1
18496_1_1_1	18469_1_1_1
18496_1_1_1	17175_1_1_1
18500_1_2_2	18500_1_2_2
18500_1_2_2	18501_2_2_2
18500_1_2_2	18502_2_2_2
18510_1_1_1	18510_1_1_1
18510_1_1_1	20049_1_1_1
18510_1_1_1	20048_1_1_1
18511_1_1_1	18511_1_1_1
18514_1_1_1	18514_1_1_1
18526_1_1_1	18526_1_1_1
18530_1_1_1	18530_1_1_1
18533_1_1_1	18533_1_1_1
18533_1_1_1	6722_1_1_1
18538_1_1_1	18538_1_1_1
18539_1_1_1	18539_1_1_1
18541_1_1_1	18541_1_1_1
18541_1_1_1	25762_1_1_1
18542_1_1_1	18542_1_1_1
18547_1_1_1	18547_1_1_1
18551_1_1_1	18551_1_1_1
18557_1_1_1	18557_1_1_1
18559_1_1_1	18559_1_1_1
18560_1_1_1	18560_1_1_1
18560_1_1_1	19077_1_1_1
18562_1_1_1	18562_1_1_1
18563_1_1_1	18563_1_1_1
18565_1_1_1	18565_1_1_1
18568_1_1_1	18568_1_1_1
18570_1_1_1	18570_1_1_1
18575_1_1_1	18575_1_1_1
18575_1_1_1	17647_1_1_1
18575_1_1_1	18574_1_1_1
18580_1_1_1	18580_1_1_1
18582_1_2_2	18582_1_2_2
18582_1_2_2	18581_1_1_1
18585_1_1_1	18585_1_1_1
18585_1_1_1	18576_1_1_1
18587_1_1_1	18587_1_1_1
18588_1_1_1	18588_1_1_1
18589_1_1_1	18589_1_1_1
18591_1_1_1	18591_1_1_1
18591_1_1_1	16687_1_1_1
18598_1_1_1	18598_1_1_1
18602_1_1_1	18602_1_1_1
18603_1_1_1	18603_1_1_1
18605_1_1_1	18605_1_1_1
18609_1_1_1	18609_1_1_1
18609_1_1_1	18601_1_1_1
18613_1_1_1	18613_1_1_1
18618_1_1_1	18618_1_1_1
18624_1_1_1	18624_1_1_1
18628_1_1_1	18628_1_1_1
18628_1_1_1	25336_1_1_1
18634_1_1_1	18634_1_1_1
18642_1_1_1	18642_1_1_1
18643_1_1_1	18643_1_1_1
30800_1_2_2	30800_1_2_2
30813_1_1_1	30813_1_1_1
30813_1_1_1	16073_1_1_1
30813_1_1_1	30470_1_1_1
30813_1_1_1	19304_1_1_1
30813_1_1_1	17531_1_1_1
30814_1_1_1	30814_1_1_1
30814_1_1_1	30798_1_1_1
30820_1_1_1	30820_1_1_1
30820_1_1_1	30819_1_1_1
30827_1_1_1	30827_1_1_1
30827_1_1_1	30828_1_1_1
30827_1_1_1	30829_1_1_1
30827_1_1_1	30830_1_1_1
30842_1_1_1	30842_1_1_1
30843_1_1_1	30843_1_1_1
15688_1_1_1	15688_1_1_1
15688_1_1_1	15039_1_1_1
15964_1_1_1	15964_1_1_1
15964_1_1_1	7430_1_1_1
16299_1_1_1	16299_1_1_1
16643_1_1_1	16643_1_1_1
16643_1_1_1	15866_1_1_1
17405_1_1_1	17405_1_1_1
17651_1_1_1	17651_1_1_1
17913_1_1_1	17913_1_1_1
17913_1_1_1	17912_1_1_1
18404_1_1_1	18404_1_1_1
18637_2_1_1	18637_2_1_1
18637_2_1_1	18637_1_1_1
18811_1_1_1	18811_1_1_1
10080_1_1_1	10080_1_1_1
10081_1_1_1	10081_1_1_1
10082_1_1_1	10082_1_1_1
10084_1_1_1	10084_1_1_1
10086_1_1_1	10086_1_1_1
10087_1_1_1	10087_1_1_1
10088_1_1_1	10088_1_1_1
10089_1_1_1	10089_1_1_1
10089_1_1_1	4263_1_1_1
10089_1_1_1	4683_1_1_1
10090_1_1_1	10090_1_1_1
10091_1_1_1	10091_1_1_1
4571_1_1_1	4571_1_1_1
4572_1_1_1	4572_1_1_1
4573_1_1_1	4573_1_1_1
4574_1_1_1	4574_1_1_1
4575_1_1_1	4575_1_1_1
4577_1_1_1	4577_1_1_1
4583_1_1_1	4583_1_1_1
4584_1_1_1	4584_1_1_1
4585_1_1_1	4585_1_1_1
4585_1_1_1	16693_1_1_1
4589_1_1_1	4589_1_1_1
17629_1_2_2	17629_1_2_2
17629_1_2_2	16970_1_2_2
17630_1_1_1	17630_1_1_1
17631_1_1_1	17631_1_1_1
17644_1_1_1	17644_1_1_1
17646_1_1_1	17646_1_1_1
17653_1_2_2	17653_1_2_2
17663_1_1_1	17663_1_1_1
17670_1_1_1	17670_1_1_1
17672_1_1_1	17672_1_1_1
17673_1_1_1	17673_1_1_1
17679_1_1_1	17679_1_1_1
17680_1_1_1	17680_1_1_1
17681_1_1_1	17681_1_1_1
17683_1_1_1	17683_1_1_1
17683_1_1_1	4046_1_1_1
17688_1_1_1	17688_1_1_1
17689_1_1_1	17689_1_1_1
17690_1_1_1	17690_1_1_1
17690_1_1_1	19174_1_1_1
17693_1_2_2	17693_1_2_2
17693_1_2_2	17664_1_1_1
17704_1_1_1	17704_1_1_1
17706_1_1_1	17706_1_1_1
6005_1_1_1	6005_1_1_1
6005_1_1_1	30571_1_1_1
6008_1_1_1	6008_1_1_1
6008_1_1_1	6007_1_1_1
6010_1_1_1	6010_1_1_1
6010_1_1_1	6324_1_1_1
6011_1_1_1	6011_1_1_1
6012_1_1_1	6012_1_1_1
6013_1_1_1	6013_1_1_1
6015_1_1_1	6015_1_1_1
6015_1_1_1	11212_1_1_1
6017_1_1_1	6017_1_1_1
6021_1_1_1	6021_1_1_1
6025_1_1_1	6025_1_1_1
6028_1_1_1	6028_1_1_1
6030_1_1_1	6030_1_1_1
6030_1_1_1	6029_1_1_1
6031_1_1_1	6031_1_1_1
6034_1_1_1	6034_1_1_1
6035_1_1_1	6035_1_1_1
6037_1_1_1	6037_1_1_1
6038_3_1_1	6038_3_1_1
6038_3_1_1	6038_2_1_1
6040_1_1_1	6040_1_1_1
6045_1_1_1	6045_1_1_1
6046_1_1_1	6046_1_1_1
6050_1_1_1	6050_1_1_1
6050_1_1_1	4570_1_1_1
6051_1_1_1	6051_1_1_1
6051_1_1_1	5619_1_1_1
6051_1_1_1	17008_1_1_1
6052_1_1_1	6052_1_1_1
6057_1_1_1	6057_1_1_1
6058_1_1_1	6058_1_1_1
6059_1_1_1	6059_1_1_1
6072_1_1_1	6072_1_1_1
6084_1_1_1	6084_1_1_1
6084_1_1_1	2539_1_1_1
6085_1_1_1	6085_1_1_1
6093_1_1_1	6093_1_1_1
6093_1_1_1	5903_1_1_1
6095_2_2_2	6095_2_2_2
6099_1_1_1	6099_1_1_1
6102_1_1_1	6102_1_1_1
6104_1_1_1	6104_1_1_1
6111_1_1_1	6111_1_1_1
6113_1_1_1	6113_1_1_1
6114_1_1_1	6114_1_1_1
6118_1_1_1	6118_1_1_1
6120_1_1_1	6120_1_1_1
6121_1_1_1	6121_1_1_1
2206_1_1_1	2206_1_1_1
2223_1_1_1	2223_1_1_1
2223_1_1_1	4842_1_1_1
2223_1_1_1	25928_1_1_1
2223_1_1_1	6068_1_1_1
2223_1_1_1	6068_2_1_1
2223_1_1_1	7005_1_1_1
2223_1_1_1	7006_1_1_1
2224_1_1_1	2224_1_1_1
2249_1_1_1	2249_1_1_1
2278_1_1_1	2278_1_1_1
2278_1_1_1	4149_1_1_1
2278_1_1_1	4154_1_1_1
2327_1_1_1	2327_1_1_1
2384_1_1_1	2384_1_1_1
25001_1_1_1	25001_1_1_1
25001_1_1_1	16748_1_1_1
25002_1_1_1	25002_1_1_1
25008_1_1_1	25008_1_1_1
25009_1_1_1	25009_1_1_1
25011_1_1_1	25011_1_1_1
25012_1_1_1	25012_1_1_1
25016_1_1_1	25016_1_1_1
25016_1_1_1	17822_1_1_1
25016_1_1_1	25020_1_1_1
25016_1_1_1	6116_1_1_1
25023_1_1_1	25023_1_1_1
25031_1_1_1	25031_1_1_1
25031_1_1_1	25421_1_1_1
25031_1_1_1	34267_1_1_1
25031_1_1_1	5675_1_1_1
25031_1_1_1	7273_1_1_1
25034_1_1_1	25034_1_1_1
25034_1_1_1	25035_1_1_1
25034_1_1_1	30288_1_1_1
25034_1_1_1	30308_1_1_1
25034_1_1_1	30529_1_1_1
25034_1_1_1	30774_1_1_1
25034_1_1_1	30962_1_1_1
25034_1_1_1	30963_1_1_1
25034_1_1_1	31005_1_1_1
25034_1_1_1	31006_1_1_1
25036_1_1_1	25036_1_1_1
25040_1_1_1	25040_1_1_1
25044_1_1_1	25044_1_1_1
25044_1_1_1	18767_1_1_1
25047_1_1_1	25047_1_1_1
25047_1_2_2	25047_1_2_2
25047_1_2_2	25442_1_2_2
25050_1_1_1	25050_1_1_1
25059_1_1_1	25059_1_1_1
25059_1_1_1	10054_1_1_1
25059_1_1_1	25060_1_1_1
25059_1_1_1	25078_1_1_1
25066_1_1_1	25066_1_1_1
25067_1_1_1	25067_1_1_1
25068_1_1_1	25068_1_1_1
25068_1_1_1	17855_1_1_1
25068_1_1_1	4869_1_1_1
25083_1_1_1	25083_1_1_1
25087_1_1_1	25087_1_1_1
25087_1_1_1	18282_1_1_1
25087_1_1_1	34029_1_1_1
25087_1_1_1	6400_1_1_1
25087_1_1_1	6401_1_1_1
25096_1_1_1	25096_1_1_1
25098_1_1_1	25098_1_1_1
25102_1_1_1	25102_1_1_1
25108_1_1_1	25108_1_1_1
25128_1_1_1	25128_1_1_1
25129_1_1_1	25129_1_1_1
25134_1_1_1	25134_1_1_1
25134_1_1_1	15282_1_1_1
25134_1_1_1	15284_1_1_1
25134_1_1_1	15285_1_1_1
25134_1_1_1	15287_1_1_1
25134_1_1_1	17253_1_1_1
25134_1_1_1	15291_1_1_1
25134_1_1_1	15292_1_1_1
25138_1_1_1	25138_1_1_1
25145_1_1_1	25145_1_1_1
25145_1_1_1	25288_1_1_1
25145_1_1_1	25288_1_2_1
25147_1_1_1	25147_1_1_1
25155_1_1_1	25155_1_1_1
25155_1_1_1	25153_1_1_1
30844_1_1_1	30844_1_1_1
30846_1_1_1	30846_1_1_1
30846_1_1_1	30847_1_1_1
30851_1_1_1	30851_1_1_1
30851_1_1_1	30849_1_1_1
30852_1_1_1	30852_1_1_1
30852_1_1_1	30165_1_3_1
30852_1_1_1	30165_1_1_1
30852_1_2_2	30852_1_2_2
30855_1_1_1	30855_1_1_1
30855_1_1_1	30856_1_1_1
30858_1_1_1	30858_1_1_1
30863_1_1_1	30863_1_1_1
30866_1_1_1	30866_1_1_1
30867_1_1_1	30867_1_1_1
30867_1_1_1	5052_1_1_1
30867_1_1_1	7211_1_1_1
30875_1_1_1	30875_1_1_1
30876_1_1_1	30876_1_1_1
30878_1_1_1	30878_1_1_1
30891_1_1_1	30891_1_1_1
30900_1_1_1	30900_1_1_1
30903_1_1_1	30903_1_1_1
30903_1_1_1	30752_1_1_1
30908_1_1_1	30908_1_1_1
30909_1_1_1	30909_1_1_1
30927_1_1_1	30927_1_1_1
30933_1_1_1	30933_1_1_1
30933_1_1_1	17731_1_1_1
30933_1_1_1	17733_1_1_1
30933_1_1_1	30934_1_1_1
30933_1_1_1	6264_1_1_1
30937_1_1_1	30937_1_1_1
30944_1_1_1	30944_1_1_1
30951_1_1_1	30951_1_1_1
30951_1_1_1	34671_1_1_1
30951_1_1_1	6455_1_1_1
30951_1_1_1	4509_1_1_1
30951_1_1_1	55_1_1_1
30952_1_1_1	30952_1_1_1
30952_1_1_1	30409_1_1_1
30956_1_1_1	30956_1_1_1
30958_1_2_2	30958_1_2_2
30958_1_2_2	25176_1_2_2
30958_1_2_2	4456_1_1_1
30960_1_1_1	30960_1_1_1
30969_1_1_1	30969_1_1_1
30971_1_2_2	30971_1_2_2
30975_1_1_1	30975_1_1_1
30976_1_1_1	30976_1_1_1
30979_1_1_1	30979_1_1_1
30986_1_1_1	30986_1_1_1
30993_1_1_1	30993_1_1_1
31007_1_1_1	31007_1_1_1
31010_1_1_1	31010_1_1_1
31011_1_1_1	31011_1_1_1
31014_1_1_1	31014_1_1_1
31014_1_1_1	31016_1_1_1
31015_1_1_1	31015_1_1_1
31015_1_1_1	31013_1_1_1
31032_1_1_1	31032_1_1_1
31033_1_1_1	31033_1_1_1
31033_1_1_1	30249_1_1_1
31033_1_1_1	30974_1_1_1
31036_1_1_1	31036_1_1_1
31037_1_1_1	31037_1_1_1
321_1_1_1	321_1_1_1
3322_1_1_1	3322_1_1_1
34000_1_1_1	34000_1_1_1
34000_1_1_1	17127_1_2_2
34006_1_1_1	34006_1_1_1
34007_1_1_1	34007_1_1_1
34007_1_2_2	34007_1_2_2
34014_1_1_1	34014_1_1_1
34014_1_1_1	26790_1_1_1
34024_1_1_1	34024_1_1_1
34028_1_1_1	34028_1_1_1
34042_1_1_1	34042_1_1_1
34050_1_1_1	34050_1_1_1
34055_1_1_1	34055_1_1_1
34059_1_1_1	34059_1_1_1
34064_1_1_1	34064_1_1_1
34064_1_1_1	25455_1_1_1
34067_1_2_2	34067_1_2_2
34073_1_1_1	34073_1_1_1
34075_1_1_1	34075_1_1_1
34075_1_1_1	34074_1_1_1
34077_3_1_1	34077_3_1_1
34077_3_1_1	34077_2_1_1
34085_1_1_1	34085_1_1_1
34104_1_1_1	34104_1_1_1
34104_1_1_1	34103_1_1_1
34113_1_1_1	34113_1_1_1
34113_1_1_1	30854_1_1_1
10125_1_1_1	10125_1_1_1
10126_1_1_1	10126_1_1_1
10127_1_1_1	10127_1_1_1
10128_1_1_1	10128_1_1_1
10129_1_1_1	10129_1_1_1
10130_1_1_1	10130_1_1_1
10131_1_1_1	10131_1_1_1
10136_1_1_1	10136_1_1_1
10138_1_1_1	10138_1_1_1
10141_1_1_1	10141_1_1_1
10144_1_1_1	10144_1_1_1
10144_1_1_1	10145_1_1_1
10147_1_1_1	10147_1_1_1
10148_1_1_1	10148_1_1_1
10150_1_1_1	10150_1_1_1
10151_1_1_1	10151_1_1_1
10151_1_1_1	10156_1_1_1
10151_1_1_1	10166_1_1_1
10151_1_1_1	10171_1_1_1
10151_1_1_1	10175_1_1_1
10151_1_1_1	10182_1_1_1
10151_1_1_1	10185_1_1_1
10151_1_1_1	10190_1_1_1
10151_1_1_1	10201_1_1_1
10151_1_1_1	10207_1_1_1
10151_1_1_1	10209_1_1_1
10151_1_1_1	10216_1_1_1
10151_1_1_1	10222_1_1_1
10151_1_1_1	10223_1_1_1
10151_1_1_1	10225_1_1_1
10151_1_1_1	10227_1_1_1
10151_1_1_1	11383_1_1_1
10151_1_1_1	11394_1_1_1
10151_1_1_1	11416_1_1_1
10151_1_1_1	10167_1_1_1
10151_1_1_1	10172_1_1_1
10151_1_1_1	10176_1_1_1
10151_1_1_1	10180_1_1_1
10151_1_1_1	10181_1_1_1
10151_1_1_1	10186_1_1_1
10151_1_1_1	10198_1_1_1
10151_1_1_1	10205_1_1_1
10151_1_1_1	10217_1_1_1
10151_1_1_1	10228_1_1_1
10151_1_1_1	10230_1_1_1
10151_1_1_1	10232_1_1_1
10151_1_1_1	10234_1_1_1
10151_1_1_1	10304_1_1_1
10151_1_1_1	10307_1_1_1
10151_1_1_1	10310_1_1_1
10151_1_1_1	11167_1_1_1
10151_1_1_1	11384_1_1_1
10151_1_1_1	11393_1_1_1
10151_1_1_1	11395_1_1_1
10151_1_1_1	10169_1_1_1
10151_1_1_1	10170_1_1_1
10151_1_1_1	10199_1_1_1
10151_1_1_1	11238_1_1_1
10151_1_1_1	11387_1_1_1
10151_1_1_1	10189_1_1_1
10151_1_1_1	10196_1_1_1
10151_1_1_1	10197_1_1_1
10151_1_1_1	10187_1_1_1
10151_1_1_1	10221_1_1_1
10151_1_1_1	10208_1_1_1
10151_1_1_1	10218_1_1_1
10151_1_1_1	10229_1_1_1
10151_1_1_1	10152_1_1_1
10151_1_1_1	10219_1_1_1
10151_1_1_1	11166_1_1_1
10151_1_1_1	11391_1_1_1
10151_1_1_1	10305_1_1_1
10151_1_1_1	10233_1_1_1
10151_1_1_1	11386_1_1_1
10151_1_1_1	11165_1_1_1
10151_1_1_1	10191_1_1_1
10151_1_1_1	11168_1_1_1
10151_1_1_1	10173_1_1_1
10151_1_1_1	10174_1_1_1
10151_1_1_1	10188_1_1_1
10151_1_1_1	11369_1_1_1
10151_1_1_1	11385_1_1_1
10151_1_1_1	10206_1_1_1
10151_1_1_1	10155_1_1_1
10151_1_1_1	10153_1_1_1
10151_1_1_1	10168_1_1_1
10151_1_1_1	10177_1_1_1
10151_1_1_1	10183_1_1_1
10151_1_1_1	10184_1_1_1
10151_1_1_1	10192_1_1_1
10151_1_1_1	10202_1_1_1
10151_1_1_1	10203_1_1_1
10151_1_1_1	10204_1_1_1
10151_1_1_1	10210_1_1_1
10151_1_1_1	10220_1_1_1
10151_1_1_1	10224_1_1_1
10151_1_1_1	10226_1_1_1
10151_1_1_1	10303_1_1_1
10151_1_1_1	10309_1_1_1
10151_1_1_1	11169_1_1_1
10151_1_1_1	11170_1_1_1
10151_1_1_1	11171_1_1_1
10151_1_1_1	11382_1_1_1
10151_1_1_1	10178_1_1_1
10151_1_1_1	11392_1_1_1
10151_1_1_1	10179_1_1_1
10151_1_1_1	11396_1_1_1
10151_1_1_1	11415_1_1_1
10151_1_1_1	11403_1_1_1
10151_1_1_1	10154_1_1_1
10151_1_1_1	10158_1_1_1
10151_1_1_1	11381_1_1_1
10151_1_1_1	11380_1_1_1
10151_1_1_1	10200_1_1_1
10151_1_1_1	10231_1_1_1
10151_1_1_1	10157_1_1_1
10151_1_1_1	11378_1_1_1
10151_1_1_1	10308_1_1_1
10151_1_1_1	11379_1_1_1
10161_1_1_1	10161_1_1_1
10161_1_1_1	10331_1_1_1
10163_1_1_1	10163_1_1_1
10164_1_1_1	10164_1_1_1
10164_1_1_1	15593_1_1_1
10164_1_1_1	17421_1_1_1
10165_1_1_1	10165_1_1_1
10193_1_1_1	10193_1_1_1
10194_1_1_1	10194_1_1_1
10194_1_1_1	11156_1_1_1
10195_1_1_1	10195_1_1_1
10211_1_1_1	10211_1_1_1
10212_1_1_1	10212_1_1_1
10213_1_1_1	10213_1_1_1
10214_1_1_1	10214_1_1_1
30439_1_1_1	30439_1_1_1
30440_1_1_1	30440_1_1_1
30441_1_1_1	30441_1_1_1
30442_1_1_1	30442_1_1_1
30450_1_1_1	30450_1_1_1
30456_1_1_1	30456_1_1_1
30483_1_1_1	30483_1_1_1
30494_1_1_1	30494_1_1_1
30500_1_2_2	30500_1_2_2
30509_1_1_1	30509_1_1_1
30567_1_1_1	30567_1_1_1
30568_1_1_1	30568_1_1_1
30569_1_1_1	30569_1_1_1
30579_1_1_1	30579_1_1_1
30580_1_1_1	30580_1_1_1
30588_1_1_1	30588_1_1_1
30597_1_1_1	30597_1_1_1
30607_1_1_1	30607_1_1_1
30613_1_1_1	30613_1_1_1
30619_1_1_1	30619_1_1_1
30619_1_1_1	30620_1_1_1
30619_1_1_1	30621_1_1_1
30619_1_1_1	34564_1_1_1
30625_1_1_1	30625_1_1_1
30626_1_1_1	30626_1_1_1
30633_1_1_1	30633_1_1_1
30647_1_1_1	30647_1_1_1
30648_1_1_1	30648_1_1_1
30650_1_1_1	30650_1_1_1
30651_1_1_1	30651_1_1_1
30660_1_1_1	30660_1_1_1
30672_1_1_1	30672_1_1_1
30677_1_1_1	30677_1_1_1
30677_1_1_1	16144_1_1_1
30754_1_1_1	30754_1_1_1
30767_1_1_1	30767_1_1_1
30768_1_1_1	30768_1_1_1
30769_1_1_1	30769_1_1_1
30773_1_1_1	30773_1_1_1
30783_1_1_1	30783_1_1_1
30784_1_1_1	30784_1_1_1
30792_1_1_1	30792_1_1_1
30796_1_1_1	30796_1_1_1
30796_1_2_2	30796_1_2_2
7327_1_1_1	7327_1_1_1
7342_1_1_1	7342_1_1_1
7342_1_1_1	15196_1_1_1
7352_1_1_1	7352_1_1_1
7352_1_1_1	2217_1_1_1
7362_1_1_1	7362_1_1_1
7365_1_1_1	7365_1_1_1
7366_1_1_1	7366_1_1_1
7375_1_1_1	7375_1_1_1
7382_1_1_1	7382_1_1_1
7383_1_1_1	7383_1_1_1
7383_1_1_1	34691_1_2_2
7386_1_1_1	7386_1_1_1
7387_1_1_1	7387_1_1_1
7388_1_1_1	7388_1_1_1
7401_2_1_1	7401_2_1_1
7401_2_1_1	7401_1_1_1
7419_1_1_1	7419_1_1_1
7421_1_1_1	7421_1_1_1
7421_1_1_1	7420_1_1_1
780_1_1_1	780_1_1_1
810_1_1_1	810_1_1_1
915_1_1_1	915_1_1_1
915_1_1_1	17603_1_1_1
915_1_1_1	17604_1_1_1
9500_1_1_1	9500_1_1_1
9500_1_1_1	10012_1_1_1
979_1_1_1	979_1_1_1
15739_1_1_1	15739_1_1_1
15740_1_1_1	15740_1_1_1
15742_1_1_1	15742_1_1_1
15749_1_1_1	15749_1_1_1
15749_1_1_1	15748_1_1_1
15750_1_1_1	15750_1_1_1
15753_1_1_1	15753_1_1_1
15755_1_2_2	15755_1_2_2
15756_1_1_1	15756_1_1_1
15758_1_1_1	15758_1_1_1
15759_1_1_1	15759_1_1_1
26601_1_1_1	26601_1_1_1
26601_1_1_1	26600_1_1_1
26601_1_1_1	26602_1_1_1
26601_1_1_1	27278_1_1_1
26601_1_1_1	27279_1_1_1
26601_1_1_1	27280_1_1_1
26601_1_1_1	27281_1_1_1
26601_1_1_1	26977_1_1_1
26601_1_1_1	26569_1_1_1
26601_1_1_1	27441_1_1_1
26601_1_1_1	26751_2_2_2
26888_1_1_1	26888_1_1_1
26888_1_1_1	26887_1_1_1
27211_1_1_1	27211_1_1_1
27531_1_1_1	27531_1_1_1
27985_1_1_1	27985_1_1_1
27985_1_1_1	280_1_1_1
27985_1_1_1	50331_1_1_1
27985_1_1_1	30316_1_1_1
30301_1_1_1	30301_1_1_1
30550_1_1_1	30550_1_1_1
30550_1_1_1	27724_1_1_1
30777_1_1_1	30777_1_1_1
34109_1_1_1	34109_1_1_1
34282_1_1_1	34282_1_1_1
10092_1_1_1	10092_1_1_1
10093_1_1_1	10093_1_1_1
10093_1_1_1	10094_1_1_1
10095_1_1_1	10095_1_1_1
10096_1_1_1	10096_1_1_1
10097_1_1_1	10097_1_1_1
10097_1_1_1	6152_1_1_1
10098_1_1_1	10098_1_1_1
10099_1_1_1	10099_1_1_1
10100_1_1_1	10100_1_1_1
10101_1_1_1	10101_1_1_1
10102_1_1_1	10102_1_1_1
11362_1_1_1	11362_1_1_1
11362_1_1_1	11115_1_1_1
11363_1_1_1	11363_1_1_1
11364_1_1_1	11364_1_1_1
11365_1_1_1	11365_1_1_1
11365_1_2_2	11365_1_2_2
11366_1_1_1	11366_1_1_1
11366_1_2_2	11366_1_2_2
11377_1_1_1	11377_1_1_1
11390_1_1_1	11390_1_1_1
11397_1_1_1	11397_1_1_1
